branch_id,date,atm_withdrawals,otc_withdrawals,is_holiday,is_payday,cash_deposits,is_branch_open
B007,12/11/18,20778.95,14925.13,0,0,18618.26,1
B001,8/26/22,24210.86,14771.12,0,0,12865.33,1
B007,6/11/25,19866.46,13343.67,0,0,9478.1,1
B003,7/29/20,28473.44,25269.08,0,0,21438.12,1
B006,2/24/25,18395.49,19775.3,0,0,12974.97,1
B004,9/7/23,25813.6,14760.66,0,0,12970.67,1
B008,12/24/19,15610.69,17867.06,0,0,13191.77,1
B005,11/23/24,17357.38,12376.56,0,0,8007.82,1
B006,1/17/23,12486.56,12500.84,0,0,10737.02,1
B003,6/5/24,29512.99,25450.45,0,0,21592.21,1
B002,8/19/19,27214.81,26634,0,0,19810.69,1
B007,5/1/23,21472.01,20065.89,0,1,15572.74,1
B002,10/8/19,27630.13,22819.52,0,0,25039.55,1
B008,1/7/25,11551.86,13904.85,0,0,13245,1
B008,9/10/19,16874.56,16748.85,0,0,18455.47,1
B004,4/16/22,15771.04,12578.79,0,0,15722.73,1
B001,12/19/24,26005.77,16893.87,0,0,14502.62,1
B003,5/23/19,31393.97,20580.65,0,0,23044.62,1
B001,9/28/19,14104.34,12549.45,0,0,11095.59,1
B004,12/17/22,33527.16,26387.32,0,0,27588.59,1
B004,11/11/20,8724.86,3895.39,1,0,4862.19,1
B006,12/14/22,21045.02,18966.64,0,0,12173.2,1
B003,1/5/22,23200.23,25476.56,0,0,13812.46,1
B001,8/2/23,25563.13,23086.87,0,0,17229.4,1
B005,12/16/22,19919.19,21169.71,0,0,13065.97,1
B007,12/11/19,15702.69,14613.29,0,0,8460.28,1
B006,6/8/23,22634.65,12018.29,0,0,13002.9,1
B006,10/16/24,19429.43,17112.1,0,0,15877.95,1
B006,12/27/21,16881.03,17345.53,0,0,15518.06,1
B007,7/15/19,22720.85,15647.02,0,1,13349.28,1
B003,11/4/18,14333.88,15915.3,0,0,8522.14,1
B005,5/22/20,20121.18,19607.28,0,0,15227.06,1
B001,4/26/22,32672.64,17299.35,0,0,13217.1,1
B002,8/2/25,21143.89,21703.13,0,0,22512.43,1
B002,12/1/21,34027.92,19632.51,0,1,23053.71,1
B002,3/2/19,22523.97,22745.21,0,0,23000.33,1
B006,11/13/20,26503.83,14511.15,0,0,20053.25,1
B008,12/15/24,13497.06,10764.66,0,1,8883.86,1
B006,4/29/20,18512.55,18213.56,0,0,18416.93,1
B003,12/15/19,17165.73,19771.48,0,1,15756.96,1
B002,1/17/19,27044.78,33767.08,0,0,26491.29,1
B008,9/25/22,13637.09,10156.61,0,0,13980.39,1
B003,6/21/21,25566.69,25571.51,0,0,20233.36,1
B004,10/18/22,18777.37,16375.29,0,0,9419.59,1
B002,5/9/25,38000.38,23569.29,0,0,17112.53,1
B001,3/1/23,22736.52,18043.7,0,1,22499.94,1
B001,11/25/23,22178.57,19049.2,0,0,11534.57,1
B007,3/18/22,21308.41,15027.29,0,0,13380.34,1
B005,5/8/25,19885.62,15200.08,0,0,17001.51,1
B005,10/23/23,18396.05,21165.5,0,0,17062.47,1
B008,11/5/18,18782.22,10065.84,0,0,13041.39,
B001,7/19/19,22925.67,24167.74,0,0,14913.39,1
B007,6/11/22,15844.24,10746.39,0,0,7746.8,1
B003,4/12/25,23617.59,16821.73,0,0,11301.52,1
B006,12/9/23,16124.99,10903.03,0,0,11964.1,1
B004,4/28/19,13020.01,15074.83,0,0,15703.91,1
B002,7/11/23,28472.47,33314.21,0,0,29703.96,1
B005,8/1/19,20227.62,19271.19,0,1,20521.89,1
B004,6/29/22,20699.61,22874.96,0,0,12269.19,1
B008,3/8/23,11941.54,12603.47,0,0,8900.52,1
B001,3/23/22,22220.77,24689.21,0,0,22057.32,1
B007,7/12/24,16291.02,15638.78,0,0,14952.42,1
B004,6/8/23,21458,17594.51,0,0,13699.41,1
B006,7/26/24,16471.73,16775.54,0,0,10316.69,1
B005,9/9/20,19644.62,17940.29,0,0,9238.81,1
B002,10/13/18,19766.24,19074.07,0,0,12300.77,1
B003,12/12/21,18348.4,21111.91,0,0,14499.44,1
B004,5/11/19,17125.66,17627.34,0,0,17949.34,1
B007,7/25/21,11417.79,8269.73,0,0,4603.34,1
B004,6/26/20,18035.35,23881.11,0,0,15942,1
B002,9/11/21,28068.26,15737.13,0,0,14868.77,1
B007,4/10/19,26300.69,12436.76,0,0,18806.64,1
B004,5/17/22,22770.2,20333.02,0,0,13654.42,1
B001,10/18/18,22395.97,25424.86,0,0,14240.32,1
B006,1/11/25,12432.34,13734.51,0,0,9372.11,1
B001,11/17/18,16238.38,14026.88,0,0,16954.49,1
B008,3/27/19,14304.28,18719.34,0,0,8336.52,1
B007,9/2/23,11022.44,9837.28,0,0,8791,1
B006,10/21/23,13421.77,10308.56,0,0,8979,1
B002,3/2/24,28536.48,18118.87,0,0,24389.92,1
B006,11/24/21,19966.48,16689.96,0,0,16810.87,1
B007,8/13/20,16473.56,14141.73,0,0,15800.7,1
B003,5/20/21,23839.5,28172.52,0,0,18376.37,1
B005,2/22/24,21869.74,15324.57,0,0,11545.08,1
B003,3/24/24,20814.21,11595.73,0,0,18010.8,1
B001,2/8/19,27182.38,17043.61,0,0,23483.63,1
B004,6/18/25,23423.49,19569.77,0,0,14954.01,1
B003,11/19/23,25235.8,12394.3,0,0,11246.29,1
B007,4/20/24,14669.05,8486.1,0,0,9788.16,1
B002,10/25/24,25634.75,27314.74,0,0,19790.72,1
B006,10/21/24,18988.63,14640.53,0,0,12300.38,
B002,2/12/23,53753.16,45990.03,0,0,48105.13,1
B005,4/18/25,22096.95,17216.04,0,0,18907.13,1
B003,5/1/22,,,0,1,9773.02,1
B005,12/16/21,24493.24,14720.22,0,0,11835.48,1
B002,6/25/20,,,0,0,22799.73,1
B001,1/25/20,22518.97,15226.8,0,0,10920.19,1
B001,11/19/20,21731.06,19187.56,0,0,18381.4,1
B002,9/8/24,14368.36,14545.62,0,0,13315.28,1
B005,11/4/24,20482.33,14043.93,0,0,13719.21,1
B004,10/23/19,24597.96,22534.33,0,0,24187.48,1
B005,12/4/21,17604.65,20632.43,0,0,8679.43,1
B006,3/13/22,10845.4,9708.45,0,0,10718.01,1
B002,6/26/21,23307.22,20223.42,0,0,16765.65,1
B001,10/24/20,13528.55,12581.1,0,0,10814.52,1
B004,11/5/21,24356.79,25192.54,0,0,25328.19,1
B006,1/24/20,,,0,0,15090.7,1
B002,9/9/21,0,0,0,0,14370.6,0
B008,5/5/19,13826.9,8517.15,0,0,6077,1
B008,2/12/20,18577.75,16503.02,0,0,17248.94,1
B004,12/25/21,0,0,1,0,4911.71,0
B008,8/10/24,16169.4,10284.26,0,0,11557.48,1
B007,6/13/24,12248.56,14858.21,0,0,9061.26,1
B007,7/4/22,0,0,1,0,4327.7,0
B004,11/26/20,5927.45,6457.96,1,0,3882.77,1
B003,9/16/22,29363.5,18958.69,0,0,23676.12,1
B005,4/26/22,20142.05,23322.55,0,0,13397.03,1
B001,6/27/22,22664.15,13887.17,0,0,15686.64,1
B006,4/21/25,22363.75,18358.44,0,0,17169.41,1
B005,7/13/24,18540.75,10803.17,0,0,9355.85,1
B006,4/4/20,16831.38,12209.22,0,0,10869.92,1
B004,9/11/19,20621.37,21863.82,0,0,15197.91,1
B006,11/26/20,0,0,1,0,4312.95,0
B008,10/11/24,17351.93,15314.57,0,0,16422.18,1
B001,4/10/23,19461.16,24120.01,0,0,22224.15,1
B003,6/3/21,32088.11,23266.71,0,0,25183.5,1
B007,11/26/23,9140.11,9312.84,0,0,7669.39,1
B005,8/7/24,22444.9,20690.25,0,0,23400,1
B002,11/12/22,22308.19,19332.79,0,0,16045.9,1
B008,8/18/21,20133.81,12116.49,0,0,9659.51,1
B006,7/1/23,17111.53,17152.67,0,1,10542.19,1
B006,9/25/21,12309.58,15462.76,0,0,14401.38,1
B007,7/27/23,19990.01,13480.52,0,0,10405.11,1
B005,11/29/22,23999.59,13155.95,0,0,10631.5,1
B001,10/8/18,0,0,1,0,5497.19,0
B006,3/19/21,19204.37,16695.36,0,0,14937.67,1
B003,8/7/24,26257.34,24617.99,0,0,24253.16,1
B001,1/4/20,20769.84,11647.49,0,0,12066.65,
B008,3/20/20,16862.97,12296.29,0,0,13478.8,1
B004,10/27/20,23930.09,15263.65,0,0,8447.18,1
B007,9/22/23,16774.03,16711.58,0,0,12296.79,1
B007,2/13/23,15543.52,16373.9,0,0,14689.22,1
B001,2/24/23,24699.42,26412.46,0,0,16235.63,1
B008,8/5/23,15779.99,10281.58,0,0,13262.84,1
B002,1/21/23,19505.6,22806.96,0,0,16417.49,1
B002,8/12/24,23571.09,23553.58,0,0,15017.46,1
B002,5/5/20,28350.64,25848.99,0,0,19475.8,1
B004,3/29/25,14868.53,13684.88,0,0,16728.17,1
B006,1/8/23,15460.58,10478.39,0,0,7272.29,1
B005,2/23/23,23135.28,11268.48,0,0,10202.09,1
B007,5/10/24,20093.28,18296.65,0,0,16039.15,1
B003,5/14/24,25252,16119.32,0,0,16589.02,1
B008,11/21/18,18593.3,18616.32,0,0,14863.31,1
B007,3/31/25,17737.85,15928.49,0,0,12804.76,1
B008,2/10/23,20927.32,15412.52,0,0,9829.96,1
B003,12/16/22,24482.92,26364.41,0,0,22563.4,1
B004,4/7/25,19761.98,16475.43,0,0,18062.55,1
B001,11/10/21,26992.18,19789.33,0,0,23249.28,1
B006,2/22/20,13418.95,14699.37,0,0,13027.35,1
B005,5/23/21,18881.24,10709.28,0,0,16089.86,1
B007,1/7/21,21052.3,13934.85,0,0,9608.28,1
B005,3/19/19,16219.39,18060.39,0,0,11027.27,1
B002,9/9/19,31869.42,27123.19,0,0,17458.56,1
B003,12/21/22,29896.33,21700.54,0,0,23869.95,1
B002,7/26/19,31838.33,26451.06,0,0,15704.06,1
B008,2/17/22,19337.81,14776.71,0,0,15961.88,1
B008,1/28/20,19365.82,13223.38,0,0,8961.8,1
B002,5/25/21,33924.2,20705.99,0,0,29712.61,1
B006,1/27/25,16739.47,17051.11,0,0,11093.18,1
B003,9/3/21,33870.28,29214.1,0,0,20501.42,1
B003,5/16/19,30160.75,18890.92,0,0,26031.73,1
B003,12/5/24,31171.72,23618.3,0,0,24639.6,1
B002,7/1/21,37439.38,37818.92,0,1,21168.13,1
B003,5/9/25,,,0,0,18347.76,1
B003,10/2/19,25355.87,18020.1,0,0,15198.17,1
B003,8/4/25,22886.18,30011.13,0,0,26821.7,1
B008,10/22/19,13422.08,13729.49,0,0,6204.35,1
B007,2/20/22,12732.39,9279.64,0,0,6150.6,1
B003,1/19/24,29555.05,20507.9,0,0,23239.92,1
B007,7/23/25,21646.6,16307.22,0,0,13229.13,1
B007,6/22/25,10951.79,12481.56,0,0,10072.44,1
B007,1/4/19,26222.55,12941.15,0,0,9971.72,1
B006,1/13/23,22156.48,16561.39,0,0,16921.14,1
B004,4/23/21,21062.43,22350.35,0,0,20598.6,1
B007,1/31/24,18192.26,19671.11,0,0,15823.29,1
B002,2/26/21,34679.58,39593.95,0,0,29677.35,1
B003,11/22/18,0,0,1,0,8859.52,0
B003,11/23/21,28473.89,24362.31,0,0,28948.75,1
B001,8/18/22,26266.75,17785.21,0,0,18356.28,1
B004,3/22/21,22602.91,15938.02,0,0,11401.57,1
B005,1/4/23,17920.81,20238.13,0,0,12875.42,1
B007,1/19/23,17701.74,14244.1,0,0,9221.65,1
B004,2/4/25,23682.46,20900.97,0,0,17251.83,1
B005,3/7/22,23554.54,13487.36,0,0,13356.98,1
B001,7/29/20,25600,23444.99,0,0,21174.94,1
B005,2/17/23,21550.51,22263.29,0,0,16757.69,1
B002,10/14/24,11280.59,10629.99,1,0,6475.24,1
B007,2/25/25,16534.01,11634.15,0,0,12967.9,1
B002,8/13/21,39780.33,35056.51,0,0,28719.37,1
B008,6/23/20,15892.38,17666.71,0,0,18127.91,1
B002,2/1/21,35745.35,27852.1,0,1,30077.76,1
B008,6/8/23,15583.22,17432.48,0,0,17882.17,1
B003,11/11/22,0,0,1,0,8345.53,0
B003,12/21/18,35535.44,20009.53,0,0,14650.77,1
B001,12/3/21,26973.73,19564.81,0,0,21174.99,1
B006,5/31/21,0,0,1,0,7853.14,0
B002,2/15/19,40906.37,30212.03,0,1,37755.9,1
B008,11/18/21,19693.19,13478.22,0,0,10499.45,1
B002,7/26/24,26088.46,20151.81,0,0,21581,1
B005,3/13/21,17641.96,13018.67,0,0,13923.18,1
B008,10/29/19,18585.56,17583.12,0,0,19845.04,1
B004,12/31/21,27397.78,29786.41,0,0,28819.48,1
B006,9/22/22,23976.29,16183.6,0,0,18771.09,1
B004,7/23/22,14772.49,16599.65,0,0,8400.35,1
B004,9/12/23,33088.41,18429.55,0,0,14873.09,1
B004,9/14/19,15370.58,12652.5,0,0,9241.79,1
B002,2/2/19,23705.53,23631.75,0,0,22909.11,1
B003,5/10/19,34358.51,22006.31,0,0,26199.95,1
B007,7/10/21,11757.75,14470.68,0,0,12154.44,1
B006,7/20/22,15229.57,13944.95,0,0,10233.1,1
B005,8/26/22,27424.45,21270.96,0,0,22653.83,1
B006,1/6/19,12237.22,11073.9,0,0,6445.93,1
B008,8/3/21,11560.28,13555.29,0,0,8542.61,1
B005,1/1/25,0,0,1,1,8774.79,0
B004,6/26/23,23702.13,20368,0,0,10919.85,1
B003,2/28/22,31074.85,25744.43,0,0,23788.08,1
B005,11/17/23,23594.18,21122.34,0,0,10327.31,1
B006,5/12/23,22805.21,19039.4,0,0,20313.76,1
B006,7/19/19,24498.82,16329.04,0,0,21642.04,1
B004,8/16/21,19631.12,18938.39,0,0,13400.69,1
B001,12/23/22,29892.12,22043.17,0,0,23659.81,1
B003,12/18/18,25040.53,15126.92,0,0,21623.13,1
B006,9/6/19,18445.08,20050.71,0,0,17964.86,1
B008,8/24/19,15108.29,12514.78,0,0,9022.72,1
B002,8/30/21,32850.6,27821.63,0,0,32848.98,1
B003,7/16/25,23810.33,21817.1,0,0,19558.73,1
B003,3/8/21,23820.44,26446.93,0,0,25056.02,1
B003,10/26/21,,,0,0,15791.19,1
B006,4/3/25,16898.25,20045.35,0,0,10486.13,1
B005,4/11/22,20252.55,20523.26,0,0,11999.8,1
B001,9/2/22,28351.93,19137.62,0,0,24801.15,1
B001,3/21/25,23917.34,25256.86,0,0,18041.53,1
B005,2/2/19,20620,11554.03,0,0,9896.98,1
B002,10/30/24,41146.8,23667.25,0,0,15955.17,1
B006,11/3/22,18144.45,20663.36,0,0,18140.75,1
B003,9/6/23,31223.83,20890.98,0,0,14625.01,1
B001,8/26/23,18536.39,16175.52,0,0,16064.19,1
B006,6/2/20,24051.44,17550.16,0,0,15577.18,1
B003,7/13/25,16629.25,11634.03,0,0,9693.17,1
B006,1/1/23,0,0,1,1,3014.09,0
B003,2/13/25,33469.05,25672.95,0,0,16059.27,1
B002,2/24/23,32406.59,27627.46,0,0,26150.26,1
B004,11/25/19,27375.37,19219.46,0,0,18433.81,1
B006,12/2/23,17569.63,13537.03,0,0,16301.92,1
B001,8/25/20,18782.58,19029.7,0,0,21144.07,1
B001,4/11/25,19810.94,24352.67,0,0,24756.64,1
B006,1/16/19,20823.13,14973.55,0,0,18098.91,1
B007,6/12/20,15152.24,17609.37,0,0,10770.03,1
B006,3/16/25,12680.2,9011.19,0,0,6883.48,1
B002,12/29/20,32930.54,18534.56,0,0,29891.11,1
B002,6/24/24,36181.14,18738.72,0,0,23735.75,1
B003,11/5/21,26210.4,25139.98,0,0,20947.92,1
B005,7/10/24,21579.79,19339.8,0,0,13143.76,1
B002,11/20/23,28493.16,19559.98,0,0,21757.6,1
B004,6/30/25,22651.88,23961.31,0,0,15399.18,1
B008,5/18/19,15710.56,7787.38,0,0,11688.07,1
B003,10/3/20,17375.04,21424.92,0,0,21619.29,1
B005,3/12/21,25878.31,21777.63,0,0,18533.85,1
B001,7/10/20,22224.17,21685.81,0,0,20188.4,1
B004,1/25/25,17557.76,12249.08,0,0,9967.06,1
B005,10/1/20,27331.39,19076.63,0,1,16873.38,1
B005,10/26/24,,,0,0,14411.63,1
B004,8/31/21,27780.08,19503.48,0,0,11855.26,1
B006,6/6/19,20740.28,15573.63,0,0,16767.52,1
B004,7/6/24,19783.91,14651.56,0,0,18292.77,1
B006,1/6/24,13430.55,13943.41,0,0,12808.15,1
B008,7/2/23,13395.16,9044.72,0,0,6138.98,1
B005,6/24/22,22232.59,16372.71,0,0,19486.37,1
B003,2/21/21,25247.8,17411.55,0,0,24717.81,1
B007,5/21/22,13380.14,13414.39,0,0,15014.57,1
B007,12/18/24,16145.42,10029.59,0,0,7195.97,1
B004,12/11/24,19771.88,17852.3,0,0,18251.61,1
B003,12/26/20,18745.44,14122.33,0,0,11898.02,1
B006,10/5/23,19474.76,21487.23,0,0,15889.06,1
B004,8/2/20,15992.76,13964.32,0,0,10036.47,1
B002,5/20/21,34772.53,25725.38,0,0,31761.13,1
B006,10/24/22,15639.99,15964.83,0,0,11263.7,1
B006,8/23/20,12206.83,10618.12,0,0,6217.31,1
B004,10/2/24,32119.71,18493.14,0,0,24043.55,1
B002,2/25/23,26093.6,17654.19,0,0,11201.98,1
B003,5/7/20,23446.48,26205.14,0,0,23043.58,1
B002,2/15/25,25817.52,28011.31,0,1,23839.72,1
B001,10/25/24,22843.1,24556.17,0,0,24513.42,1
B008,4/24/20,13266.65,13145.87,0,0,12288.9,1
B001,5/15/25,,,0,1,11379.51,1
B008,9/7/21,13324.31,15298.47,0,0,10166.36,1
B001,2/20/21,16880.06,19818.26,0,0,15998.85,1
B004,11/16/20,20573.67,16412.5,0,0,10542.32,1
B002,12/14/21,22900.98,26406.97,0,0,22028.23,1
B006,2/4/21,24762.92,14632.76,0,0,11077.68,1
B007,1/7/25,18106.49,17065.9,0,0,16060.87,1
B008,8/25/24,11335.53,8827.09,0,0,10512.08,1
B003,12/6/24,30573.9,20230.2,0,0,22564.14,1
B004,1/7/21,18015.08,21871.19,0,0,17931.16,1
B001,6/12/22,21835.74,11509.91,0,0,10662.72,1
B003,3/25/25,25498.24,16247.35,0,0,21954.12,1
B002,1/1/20,0,0,1,1,8529.58,0
B005,4/16/20,20465.71,21702.7,0,0,19578.27,1
B001,10/20/18,18138.48,14654.1,0,0,10769.83,1
B006,3/2/22,21077.2,15377.87,0,0,12399.68,1
B002,2/18/20,29682.16,24579.17,0,0,17747.98,1
B004,5/2/23,18768.74,20413.36,0,0,15348.28,1
B006,10/13/21,,,0,0,10716.25,1
B008,2/9/25,13280.56,9699.84,0,0,11738.03,1
B007,9/1/23,21793.15,19776.45,0,1,16321.49,1
B006,11/23/18,26175.32,18914.35,0,0,22993.49,1
B007,9/24/23,12586.76,10146.96,0,0,6085.62,1
B006,5/10/19,21197.61,21720.7,0,0,13398.52,1
B008,7/4/21,4044.56,3996.68,1,0,2560.04,1
B004,9/2/23,17835.47,13485.62,0,0,8220.12,1
B007,12/17/18,16392.02,19149.79,0,0,19271.16,1
B001,10/23/22,21468.66,12003.65,0,0,19289.42,1
B004,8/19/21,26136.13,19711.63,0,0,17773.27,1
B005,5/4/23,24941.1,15476.14,0,0,11948.92,1
B003,1/15/19,31739.91,34650,0,1,15927.73,1
B006,5/21/25,19810.41,16257.85,0,0,15405.85,1
B007,10/30/22,10915.89,10774.06,0,0,9130.59,1
B004,7/31/24,28482.3,15499.3,0,0,12351.29,1
B002,10/12/18,38414.35,24173.4,0,0,17634.8,1
B001,8/16/21,23742.36,18043.97,0,0,22574.56,1
B002,4/1/19,,,0,1,25800.38,1
B006,5/15/23,24210.9,14939.24,0,1,15130.67,1
B008,3/16/24,15990.58,9621.25,0,0,11577.01,1
B002,7/22/20,40835.75,26745.09,0,0,34080.55,1
B002,2/20/19,26805.81,24338.88,0,0,23111.28,1
B006,11/13/21,14154.32,14803.67,0,0,7115.21,1
B004,11/19/19,22689.08,20224.4,0,0,22773.29,1
B006,3/26/20,20368.88,15312.99,0,0,15766.63,1
B004,3/27/24,21130.78,19481.07,0,0,13935.22,1
B002,1/30/25,34227.31,25582.1,0,0,15796.81,1
B001,10/9/22,14360.45,12650.72,0,0,14412.64,1
B006,2/1/20,20097.3,15451.9,0,1,16258.75,1
B007,5/16/24,18906.02,10100.93,0,0,15902.47,1
B001,2/5/23,15457.86,18456.41,0,0,7726.99,1
B005,1/16/20,16560.24,19729.82,0,0,17574.18,1
B007,6/21/20,12285.76,8435.84,0,0,9986.53,1
B006,5/1/24,22981.2,22182.41,0,1,19315.38,1
B007,9/8/20,15204.07,15025.28,0,0,8380.07,1
B004,3/3/19,20726.52,12543.01,0,0,7949.5,1
B001,12/12/21,19390.37,12110.98,0,0,16912.51,1
B002,6/3/20,22847.56,23754.84,0,0,11542.67,1
B007,11/20/22,16338.25,11778.18,0,0,16066.38,1
B003,1/31/21,23660.19,16648.28,0,0,21117.03,1
B004,8/10/24,19075.07,13350.8,0,0,10305.8,1
B001,1/26/20,14381.51,14090.28,0,0,11563.51,1
B002,11/13/23,31798.93,17289.27,0,0,20765.11,1
B002,12/26/19,34128.72,28691.46,0,0,27571.18,1
B007,12/6/19,18126.54,11358.76,0,0,10990.11,1
B008,11/23/24,12227.17,13300.75,0,0,10465.6,1
B003,3/4/25,28566.68,26248.39,0,0,24864.49,1
B001,12/18/23,20488.9,20882.4,0,0,14926.37,1
B007,7/27/19,11507.83,13334.37,0,0,7426.66,1
B001,11/7/22,24276.89,19457.48,0,0,22192.05,1
B004,7/14/19,15895.81,12171.92,0,0,13364.1,1
B006,1/23/20,16705.53,13268.82,0,0,8534.32,1
B001,5/6/19,22407.1,18288,0,0,19330.49,1
B003,5/22/19,24488.97,16993.8,0,0,15155.24,1
B007,10/18/24,12516.11,14144.76,0,0,15582.45,1
B007,3/31/24,10466.37,12293.35,0,0,9797.93,1
B006,9/5/22,0,0,1,0,3680.87,0
B002,10/30/19,33548.6,31328.26,0,0,34399.18,1
B002,10/18/21,31752.09,33426.3,0,0,24341.66,1
B005,7/27/19,13893.18,13480.32,0,0,12608.21,1
B005,5/12/19,12065.28,8687.69,0,0,6684.22,1
B006,3/15/19,24187.4,25888.08,0,1,13408.36,1
B006,7/5/22,18472.5,14209.7,0,0,12693.74,1
B007,10/9/23,4891.75,3996.58,1,0,3903.7,1
B006,12/23/24,17242.79,15203.51,0,0,14532.31,1
B004,10/10/22,5340.89,5998.86,1,0,4419.14,1
B004,2/22/24,20452.74,14849.08,0,0,18167.93,1
B007,11/21/21,9502.46,11311.43,0,0,8191.62,1
B008,2/25/22,12730.35,14525.43,0,0,6582.46,1
B005,7/8/25,21563.46,13667.25,0,0,15380.88,1
B001,4/28/22,24906.8,18191.52,0,0,13542.85,1
B004,1/7/24,15654.88,10977.22,0,0,13903.4,1
B008,5/8/23,14777.88,15724.34,0,0,8752.4,1
B004,6/7/21,20930.51,23568.59,0,0,15248.32,1
B004,12/22/19,17639.35,9287.58,0,0,6980.85,1
B008,5/20/21,20526.54,10020.18,0,0,10007.85,1
B008,5/3/24,16784.5,16858.37,0,0,14762.14,1
B003,3/25/20,22444.58,26355.24,0,0,21070.88,1
B007,1/12/19,16034.2,9970.91,0,0,8976.21,1
B001,8/31/20,21733.3,23847.26,0,0,15832.6,1
B002,6/9/20,,,0,0,21528.15,1
B006,4/22/20,23762.12,14057.03,0,0,16350.34,1
B005,7/24/19,18632.5,18312.48,0,0,14620.47,1
B006,7/26/23,23205.86,14860.16,0,0,16424.85,1
B004,10/12/20,8403.79,6736.16,1,0,5355.41,1
B005,5/12/25,19464.57,16314.13,0,0,10889.27,1
B007,10/19/18,16460.71,17251.45,0,0,16972.15,1
B007,1/7/22,19298.81,15154.24,0,0,13111.86,1
B005,9/15/22,27320.38,20379.66,0,1,20280.68,1
B005,8/10/24,19445.9,13435.28,0,0,13369.58,1
B001,5/19/25,27036.16,20324.78,0,0,19336.95,1
B004,5/23/20,17055.07,17063.79,0,0,15487.75,1
B003,6/21/25,23046.27,14420.85,0,0,15455.81,1
B004,1/4/25,15422.48,9297.65,0,0,8371.13,1
B001,11/2/23,18462.46,22659.22,0,0,15146.38,1
B008,4/29/20,21751.58,11090.79,0,0,14110.61,1
B008,5/26/21,16991.08,14415.29,0,0,13031.37,1
B003,3/28/20,19343.57,18529.1,0,0,13557.14,1
B002,5/21/19,21776.3,25389.14,0,0,14321.47,1
B002,6/6/22,27510.58,22195.31,0,0,26651.33,1
B002,11/25/23,28517.13,21919.93,0,0,24647.42,1
B004,3/8/22,21726.99,19367.44,0,0,15068.71,1
B002,4/21/23,27216.57,24615.8,0,0,25493.98,1
B002,8/5/22,24419.13,22166.07,0,0,14642.86,1
B008,8/9/24,24990.9,14442.1,0,0,18044.98,1
B006,5/3/19,,,0,0,11579.59,1
B003,11/12/23,22223.89,11873.15,0,0,10604.26,1
B001,4/23/21,27786.35,23606.11,0,0,17591.21,1
B005,10/12/18,19574.85,22050.17,0,0,10817.37,1
B007,10/8/18,4924.71,5969.73,1,0,4908.44,1
B003,12/19/23,24113.38,24450.58,0,0,20787.8,1
B001,12/20/18,33384.6,17497.94,0,0,23275.81,1
B007,9/13/20,16772.58,11900.09,0,0,10159.15,1
B001,2/14/24,22830.92,23397.29,0,0,21628.79,1
B006,4/26/19,26048.24,17055.9,0,0,13426.86,1
B007,10/20/22,21506.62,20808.25,0,0,12038.02,1
B006,5/31/22,19019.3,18976.32,0,0,20967.66,1
B007,9/3/19,20313.38,11423.97,0,0,13249.51,1
B007,11/13/24,21118.97,13163.06,0,0,18500.62,1
B007,1/4/20,15905.23,9398.08,0,0,11555.46,1
B007,10/7/22,16838.07,17773.99,0,0,9675.83,1
B006,5/31/20,12858.47,15899.86,0,0,12411.73,1
B003,6/17/20,32105.22,19395.95,0,0,15328.44,1
B007,10/6/24,11464.11,11524.09,0,0,11035.77,1
B002,10/6/23,31969.03,26941.44,0,0,27159.43,1
B006,11/3/19,13968.2,9808.49,0,0,10605.53,1
B002,2/19/23,19909.54,19866.97,0,0,12502.35,1
B001,6/8/21,29479.79,17841.9,0,0,25898.05,1
B008,9/16/24,22366.08,11255.07,0,0,18162.89,1
B005,4/8/23,19467.97,12589.6,0,0,14232.13,1
B003,4/23/23,16340.34,10185.64,0,0,8374.76,1
B007,12/25/22,0,0,1,0,3062.36,0
B004,3/21/22,20462.34,21985.81,0,0,13476.96,1
B001,8/31/22,27530.32,21806.21,0,0,16594.5,1
B002,5/13/23,23967.08,22136.13,0,0,24562.07,1
B001,2/27/25,28857.26,20301.15,0,0,14665,1
B008,3/23/24,14318.53,11371.67,0,0,14190.81,1
B002,4/11/20,30269.37,15645.66,0,0,14483.93,1
B007,3/19/22,14088.76,9944.48,0,0,10133.08,1
B003,3/11/22,26951.8,26543.4,0,0,21078.98,1
B008,2/5/21,17289.97,12884,0,0,16457.55,1
B001,7/25/24,19336.48,23610.96,0,0,20144.63,1
B007,8/16/23,22908.94,12844.05,0,0,13050.49,1
B005,4/22/19,24252.53,14172.29,0,0,14768.59,1
B008,3/11/24,19691.17,14228.08,0,0,15437.75,1
B003,7/1/19,34092.28,24155.99,0,1,15770.77,1
B005,10/25/23,19462.49,17884.65,0,0,12876.28,1
B005,6/27/20,18720.99,10973.96,0,0,11167.58,1
B007,4/2/19,15962.94,19171.28,0,0,15606.35,1
B003,12/18/23,25569.95,18151.28,0,0,18860.95,1
B003,5/20/20,29203.72,20408.2,0,0,16408.73,1
B008,10/27/23,19708.65,17347,0,0,11458.91,1
B005,6/22/25,13095.39,14279.47,0,0,11222.14,1
B001,2/21/21,19877.28,12967.09,0,0,11338.25,1
B007,5/7/23,13450.41,9248.59,0,0,9799.22,1
B003,2/12/19,31235.96,20199.91,0,0,25554.72,1
B003,12/19/24,20576.23,23288.76,0,0,14174.91,1
B002,9/26/24,28044.53,33845.6,0,0,18154.53,1
